"No.","OCUPACION","OCUPACION.NOMBRE","SALARIO"
"418",9155,"Ayudante de cocina","812350.00"
"419",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","8174318.36"
"420",7125,"Encargado de Mantenimiento de Edificios","785380.00"
"421",7125,"Encargado de Mantenimiento de Edificios","999056.00"
"422",7125,"Encargado de Mantenimiento de Edificios","892656.40"
"423",5132,"Ayudantes de enfermería","886185.00"
"424",3229,"Otros técnicos de las ciencias de la salud","1076016.00"
"425",2411,"Contadores públicos y auditores","1108946.00"
"426",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3893375.50"
"427",3122,"Técnicos y asistentes en estadística y demografía","1200377.75"
"428",3412,"Técnicos y asistentes en recursos humanos","722159.25"
"429",3229,"Otros técnicos de las ciencias de la salud","1303827.20"
"430",9152,"Guardianes y porteros ","983068.50"
"431",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","445950.36"
"432",7125,"Encargado de Mantenimiento de Edificios","944810.00"
"433",2449,"Otros profesionales en ciencias sociales","1876369.50"
"434",2227,"Médico Especialista","4924022.65"
"435",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","227891.52"
"436",2411,"Contadores públicos y auditores","1108896.00"
"437",2449,"Otros profesionales en ciencias sociales","1057784.50"
"438",2227,"Médico Especialista","7327814.70"
"439",3229,"Otros técnicos de las ciencias de la salud","1032920.00"
"440",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1014661.15"
"441",5132,"Ayudantes de enfermería","1588388.10"
"442",2226,"Enfermeros profesionales","2214012.30"
"443",5132,"Ayudantes de enfermería","1325863.30"
"444",3122,"Técnicos y asistentes en estadística y demografía","152653.95"
"445",2227,"Médico Especialista","2091637.50"
"446",2227,"Médico Especialista","7259110.00"
"447",2222,"Odontólogos","3095676.10"
"448",7125,"Encargado de Mantenimiento de Edificios","806389.38"
"449",3122,"Técnicos y asistentes en estadística y demografía","1180917.45"
"450",3229,"Otros técnicos de las ciencias de la salud","960500.00"
"451",3226,"Auxiliares de enfermería","1103983.70"
"452",2222,"Odontólogos","3678873.80"
"453",2227,"Médico Especialista","5831713.70"
"454",3226,"Auxiliares de enfermería","704151.70"
"455",3226,"Auxiliares de enfermería","1280822.35"
"456",2449,"Otros profesionales en ciencias sociales","1459544.50"
"457",3419,"Otros técnicos en administración y en economía","2101667.25"
"458",3122,"Técnicos y asistentes en estadística y demografía","976866.00"
"459",3122,"Técnicos y asistentes en estadística y demografía","337260.00"
"460",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","811071.70"
"461",5132,"Ayudantes de enfermería","662340.00"
"462",2227,"Médico Especialista","5288629.87"
"463",3122,"Técnicos y asistentes en estadística y demografía","894981.30"
"464",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4210534.29"
"465",2221,"Médicos generales y especialistas","3650286.66"
"466",4223,"Telefonistas","1346160.95"
"467",3226,"Auxiliares de enfermería","1030665.49"
"468",9152,"Guardianes y porteros ","1129098.68"
"469",2227,"Médico Especialista","3227658.80"
"470",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","4227757.00"
"471",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2495259.00"
"472",3229,"Otros técnicos de las ciencias de la salud","1189991.70"
"473",7125,"Encargado de Mantenimiento de Edificios","740809.60"
"474",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3997523.00"
"475",3226,"Auxiliares de enfermería","1570656.44"
"476",2227,"Médico Especialista","6872057.50"
"477",3122,"Técnicos y asistentes en estadística y demografía","1108490.00"
"478",7125,"Encargado de Mantenimiento de Edificios","686290.00"
"479",3189,"Otros supervisores de personal","890182.70"
"480",3139,"Otros técnicos en informática","1113052.70"
"481",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","808920.00"
"482",3226,"Auxiliares de enfermería","13501.00"
"483",5132,"Ayudantes de enfermería","875671.00"
"484",2227,"Médico Especialista","2972766.70"
"485",3229,"Otros técnicos de las ciencias de la salud","1265808.20"
"486",9155,"Ayudante de cocina","982833.65"
"487",3226,"Auxiliares de enfermería","1047725.20"
"488",7125,"Encargado de Mantenimiento de Edificios","1022916.82"
"489",5132,"Ayudantes de enfermería","877760.00"
"490",2411,"Contadores públicos y auditores","2147499.00"
"491",3229,"Otros técnicos de las ciencias de la salud","1138327.70"
"492",3122,"Técnicos y asistentes en estadística y demografía","1595071.70"
"493",2227,"Médico Especialista","4271431.50"
"494",1124,"Jefes de sección de instituciones públicas y empresas privadas","2244707.00"
"495",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2010561.00"
"496",3226,"Auxiliares de enfermería","868476.00"
"497",3229,"Otros técnicos de las ciencias de la salud","1113800.00"
"498",7125,"Encargado de Mantenimiento de Edificios","576845.35"
"499",3229,"Otros técnicos de las ciencias de la salud","1061910.00"
"500",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2341806.90"
"501",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2484842.00"
"502",2222,"Odontólogos","3625206.60"
"503",3233,"Técnicos en operación de equipo para diagnóstico médico (Operadores electrocardiografía, electroencefalografía, etc.) ","994626.00"
"504",2449,"Otros profesionales en ciencias sociales","2173598.95"
"505",4112,"Secretarios","894240.00"
"506",3122,"Técnicos y asistentes en estadística y demografía","1053280.00"
"507",3122,"Técnicos y asistentes en estadística y demografía","1104346.00"
"508",7125,"Encargado de Mantenimiento de Edificios","727545.00"
"509",5132,"Ayudantes de enfermería","1099845.20"
"510",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","697671.70"
"511",5132,"Ayudantes de enfermería","954165.57"
"512",1124,"Jefes de sección de instituciones públicas y empresas privadas","1793219.50"
"513",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1078634.70"
"514",2221,"Médicos generales y especialistas","2685304.60"
"515",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4627584.90"
"516",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","1141760.00"
"517",2449,"Otros profesionales en ciencias sociales","1784800.50"
"518",2226,"Enfermeros profesionales","3222412.85"
"519",7125,"Encargado de Mantenimiento de Edificios","1038955.05"
"520",2226,"Enfermeros profesionales","3187185.32"
"521",2449,"Otros profesionales en ciencias sociales","1525761.00"
"522",2226,"Enfermeros profesionales","4153597.20"
"523",3226,"Auxiliares de enfermería","1023109.68"
"524",9152,"Guardianes y porteros ","677845.00"
"525",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2886665.00"
"526",2224,"Farmacéuticos","3720342.60"
"527",4131,"Empleados de control de abastecimiento e inventario","889530.00"
"528",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","892955.00"
"529",2449,"Otros profesionales en ciencias sociales","1901439.00"
"530",4211,"Cajeros","898549.73"
"531",2227,"Médico Especialista","2915119.70"
"532",3122,"Técnicos y asistentes en estadística y demografía","46786.56"
"533",3412,"Técnicos y asistentes en recursos humanos","682169.45"
"534",5132,"Ayudantes de enfermería","1088417.80"
"535",9152,"Guardianes y porteros ","1081912.89"
"536",2226,"Enfermeros profesionales","2390356.20"
"537",2449,"Otros profesionales en ciencias sociales","2023942.00"
"538",5132,"Ayudantes de enfermería","913625.35"
"539",5132,"Ayudantes de enfermería","1289160.30"
"540",9152,"Guardianes y porteros ","842125.00"
"541",2226,"Enfermeros profesionales","2226864.50"
"542",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","963256.70"
"543",2449,"Otros profesionales en ciencias sociales","2023924.00"
"544",8229,"Otros operadores de máquinas para fabricar productos químicos","777730.55"
"545",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","1952704.46"
"546",5132,"Ayudantes de enfermería","929756.00"
"547",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","572931.70"
"548",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","432992.30"
"549",3229,"Otros técnicos de las ciencias de la salud","1658085.93"
"550",2226,"Enfermeros profesionales","3632969.50"
"551",8229,"Otros operadores de máquinas para fabricar productos químicos","850232.70"
"552",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2038732.50"
"553",3122,"Técnicos y asistentes en estadística y demografía","1053406.00"
"554",3122,"Técnicos y asistentes en estadística y demografía","1486480.24"
"555",5132,"Ayudantes de enfermería","1053902.06"
"556",8229,"Otros operadores de máquinas para fabricar productos químicos","890411.45"
"557",2222,"Odontólogos","3999738.90"
"558",3226,"Auxiliares de enfermería","1001406.00"
"559",7125,"Encargado de Mantenimiento de Edificios","1014116.05"
"560",1124,"Jefes de sección de instituciones públicas y empresas privadas","1091060.00"
"561",4149,"Oficinista","1164195.10"
"562",5132,"Ayudantes de enfermería","608237.15"
"563",9152,"Guardianes y porteros ","1093293.60"
"564",5132,"Ayudantes de enfermería","1147881.20"
"565",2227,"Médico Especialista","1807015.18"
"566",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","492272.50"
"567",3226,"Auxiliares de enfermería","1503744.00"
"568",9152,"Guardianes y porteros ","859568.90"
"569",3226,"Auxiliares de enfermería","1158191.05"
"570",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","813339.85"
"571",2226,"Enfermeros profesionales","2175972.30"
"572",3122,"Técnicos y asistentes en estadística y demografía","1559798.13"
"573",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","927580.00"
"574",3226,"Auxiliares de enfermería","1061018.20"
"575",3226,"Auxiliares de enfermería","158650.50"
"576",5132,"Ayudantes de enfermería","783777.15"
"577",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","1070029.85"
"578",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5653288.30"
"579",5132,"Ayudantes de enfermería","924180.00"
"580",4131,"Empleados de control de abastecimiento e inventario","873157.70"
"581",1124,"Jefes de sección de instituciones públicas y empresas privadas","1369151.70"
"582",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","1988877.53"
"583",3190,"Supervisor de Producción","1190700.00"
"584",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","980840.00"
"585",3122,"Técnicos y asistentes en estadística y demografía","1797104.93"
"586",5132,"Ayudantes de enfermería","792870.00"
"587",3229,"Otros técnicos de las ciencias de la salud","1614417.10"
"588",3122,"Técnicos y asistentes en estadística y demografía","722974.66"
"589",7125,"Encargado de Mantenimiento de Edificios","952560.00"
"590",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","974796.00"
"591",3229,"Otros técnicos de las ciencias de la salud","1488682.46"
"592",1124,"Jefes de sección de instituciones públicas y empresas privadas","2266109.00"
"593",3122,"Técnicos y asistentes en estadística y demografía","702951.70"
"594",2449,"Otros profesionales en ciencias sociales","1591135.50"
"595",8221,"Operadores de máquinas para fabricar productos farmacéuticos y cosméticos","889452.55"
"596",2226,"Enfermeros profesionales","2079299.32"
"597",2224,"Farmacéuticos","3097590.60"
"598",4131,"Empleados de control de abastecimiento e inventario","895426.00"
"599",2449,"Otros profesionales en ciencias sociales","2005698.92"
"600",1124,"Jefes de sección de instituciones públicas y empresas privadas","2486699.00"
"601",3224,"Técnicos y asistentes en farmacia","1000756.00"
"602",3229,"Otros técnicos de las ciencias de la salud","772123.98"
"603",3226,"Auxiliares de enfermería","917533.50"
"604",3226,"Auxiliares de enfermería","2241347.55"
"605",7125,"Encargado de Mantenimiento de Edificios","805035.00"
"606",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2176222.00"
"607",2222,"Odontólogos","3707691.00"
"608",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1048827.15"
"609",2224,"Farmacéuticos","3998513.60"
